,index,smiles,descriptors,fitnesses,generation,origin,reaction / parent,parent
148,135,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)P=N)cc32)CC1,"[0.7549433476787879, 0.8274116666666673, 0.4836428571428572, 0.9692055555555563]",0.8602150537634409,100,mutation,[*;!H0:1]~[*:2]>>[*:1]=P-[*:2],CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)N)cc32)CC1
149,134,CN1CCN(CCC=C2c3ccccc3Sc3ccc(N)cc32)CC1,"[0.38235429939393945, 0.7171000000000003, 0.23214285714285715, 0.7450266666666674]",0.7362637362637363,100,mutation,[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3],CN1CCN(CCC=CN2c3ccccc3Sc3ccc(N)cc32)CC1
150,133,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCONN=N)c1ccccc1S2,"[0.54272025, 0.698411666666667, 0.6775, 0.7090133333333336]",0.6262626262626263,100,mutation,[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3],CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCOC(N)N=N)c1ccccc1S2
151,130,CC(N)c1ccc2c(c1)C(=CCCN1CCN(C)CC1)c1ccccc1S2,"[0.4672976331151517, 0.7900166666666674, 0.23214285714285715, 0.836026666666667]",0.7157894736842105,100,crossover,CN(C)S(=O)(=O)c1ccc2c(c1)Oc1ccccc1S2,CN1CCN(CCC=C2c3ccccc3Sc3ccc(C(N)N=N)cc32)CC1
152,122,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2P(N)C(=N)O)CC1,"[0.5338334769272728, 0.11674500000000065, 0.8140000000000002, 0.7339188888888897]",0.4622641509433962,100,crossover,CN(C)S(=O)(=O)c1ccc2c(c1)C(CCN1CCN(N)CC1)(C(=N)O)c1ccccc1S2,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2P(N)c2ccccn2)CC1
153,121,NCc1ccc2c(c1)C(=CC(N)N)c1ccccc1S2,"[0.17610399558787884, 0.46418333333333334, 0.5575714285714286, 0.4904466666666669]",0.3786407766990291,100,crossover,NCc1ccc2c(c1)C(=CC(N)NN)c1ccccc1S2,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCC(=N)O)c1ccccc1S2
154,120,N=CCCC(N)CCC(N)N1c2ccccc2Sc2ccc(N)cc21,"[0.394494141818182, 0.6989283333333334, 0.7510714285714285, 0.7417877777777782]",0.2682926829268293,100,crossover,CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccn2)CC1,N=CCCC(N)N1c2ccccc2Sc2ccc(N)cc21
155,119,CN(F)S(=O)(=O)c1ccc(OCl)c(CCN=N)c1,"[0.21217990336969714, 0.46627833333333335, 0.5915714285714285, 0.25220555555555574]",0.20909090909090908,100,crossover,CCCC=C1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,CN(F)S(=O)(=O)c1ccc(OCl)c(CCCC(N=N)N=N)c1
156,118,Cc1ccc2c(c1)N(C=O)c1ccccc1S2,"[0.04865495446060605, 0.7090200000000003, 0.1450714285714286, 0.3327444444444448]",0.3137254901960784,100,crossover,CN1CCN(Cc2ccc3c(c2)N(C=O)c2ccccc2S3)CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1
157,116,CN(F)S(=O)(=O)c1ccc(O)c(S(=O)(=O)[PH](N)=O)c1,"[0.32415209966666675, 0.08655000000000002, 0.9631428571428572, 0.272647777777778]",0.1875,100,crossover,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2S(=O)(=O)[PH](N)=O)CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)F)ccc2O)CC1
158,115,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCC(N=N)N=N)c1ccccc1S2,"[0.5761020209454548, 0.9169066666666673, 0.7842857142857144, 0.7586244444444447]",0.6138613861386139,100,crossover,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCC(N=N)N=N)c1ccccc1S2,CN(CO)S(=O)(=O)c1ccc2c(c1)N(O)c1ccccc1S2
159,114,CN1CCN(CC[PH]2(O)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.7337776377272728, 0.29281666666666656, 0.4577857142857143, 0.9609511111111116]",0.6732673267326733,100,mutation,[#6:1]>>[#15:1],CN1CCN(CCC2(O)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
160,109,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Br)CC1,"[0.49720381850909096, 0.33155000000000007, 0.31328571428571433, 0.585064444444445]",0.5104166666666666,100,mutation,[*;!H0:1]>>[*:1]-Br,CN1CCN(CCc2cccc(S(=O)(=O)N(C)C)c2)CC1
161,66,CN(C)S(=O)(=O)c1ccc2c(c1)[PH](C)(=O)c1ccccc1S2,"[0.3910265061636365, 0.4295833333333334, 0.38892857142857146, 0.5785922222222227]",0.4646464646464646,100,crossover,CN1CCN(CCN(Cl)N2CCN(CN(C)Cc3ccc4ccccc4c3)CC2)CC1,CN1CCN(CC[PH]2(=O)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
162,102,CCCC=C1c2ccccc2Sc2ccc(N(C)N)cc21,"[0.21555975648484835, 0.8654833333333339, 0.209, 0.5731600000000004]",0.4948453608247423,100,mutation,[*;!H0:1]>>[*:1]-N,CCCC=C1c2ccccc2Sc2ccc(NC)cc21
163,64,CN(Cl)S(=O)(=[BrH])CS(=O)(=O)[PH](=O)NBr,"[0.5659752643818182, 0.24584999999999999, 0.5967857142857144, 0.2992377777777779]",0.08181818181818183,100,mutation,[#8:1]>>[#35:1],CN(Cl)S(=O)(=O)CS(=O)(=O)[PH](=O)NBr
164,38,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCC(N=N)C(=N)O)c1ccccc1S2,"[0.6215555532242425, 0.8413733333333339, 0.8405, 0.816488888888889]",0.6019417475728155,100,crossover,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCC(N=N)N=N)c1ccccc1S2,CN(C)S(=O)(=O)c1ccc2c(c1)C(CCN1CCN(N)CC1)(C(=N)O)c1ccccc1S2
165,40,CN1CCN(CCC=C2c3ccccc3Sc3ccc(Br)cc32)CC1,"[0.5729591873818183, 0.9138166666666675, 0.04628571428571429, 0.7815555555555562]",0.7362637362637363,100,mutation,[#7:1]>>[#35:1],CN1CCN(CCC=C2c3ccccc3Sc3ccc(N)cc32)CC1
166,42,CCC=C1c2ccccc2Sc2ccc(S(=O)(=O)N(C)N=N)cc21,"[0.4062915720727276, 0.8432283333333338, 0.5256428571428572, 0.6052611111111116]",0.5670103092783505,100,crossover,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)N)cc32)CC1,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)N=N)cc32)CC1
167,44,CN(N)S(=O)(=O)c1ccc2c(c1)C(=CC(N)N)c1ccccc1S2,"[0.4154155085333333, 0.3034333333333334, 0.8245714285714285, 0.6153888888888891]",0.51,100,crossover,CN1CCN(CCC=C2c3ccccc3-c3ccc(N)cc32)CC1,CN(N)S(=O)(=O)c1ccc2c(c1)C(=CC(N)N=N)c1ccccc1S2
168,45,CN(CS(=O)(=O)[PH](=O)NBr)S(=O)(=O)c1ccc2c(c1)N(O)c1ccccc1S2,"[0.9148618088787878, 0.5767500000000002, 0.8863571428571428, 0.7859144444444446]",0.35294117647058826,100,crossover,CN(C)S(=O)(=O)c1ccc2c(c1)N(O)c1ccccc1S2,CN(Cl)S(=O)(=O)CS(=O)(=O)[PH](=O)NBr
169,46,CN1CCN(N2CCN(CCc3cc(S(=O)(=O)N(C)C)ccc3CP)CC2)CC1,"[0.6552507061272727, 0.18908333333333358, 0.3595714285714286, 0.905731111111112]",0.4188034188034188,100,crossover,CN1CCN(CCS(=O)(=O)N(C)CN(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2CP)CC1
170,37,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)N)cc32)CC1,"[0.6641374792, 0.5357666666666668, 0.4991428571428572, 0.9086244444444451]",0.8888888888888888,100,mutation,[*:1]~[D2]~[*:2]>>[*:1]-[*:2],CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)CN)cc32)CC1
171,47,CN(CCCS(=O)(=O)[PH](=O)NBr)S(=O)(=O)N=N,"[0.43914245519393946, 0.13134500000000005, 0.9773571428571429, 0.29072777777777786]",0.0847457627118644,100,crossover,CN(CCCS(=O)(=O)[PH](=O)NBr)S(=O)(=O)c1ccc2ccccc2c1,CN1CCN(C(C=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)N)cc32)N=N)CC1
172,52,CN1CCN(CS(=O)(=[BrH])N(C)C)CC1,"[0.1819728647272727, 0.08241666666666662, 0.19135714285714286, 0.2898711111111115]",0.3118279569892473,100,crossover,CN1CCN(CCc2cc(S(=O)(=[BrH])N(C)C)ccc2Cl)CC1,CN(OCN1CCN(F)CC1)S(=O)(=O)c1ccc2ccccc2c1
173,53,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.6611215732363636, 0.6617833333333337, 0.31328571428571433, 0.9279200000000007]",1.0,100,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(-c2ccc3c(c2F)N(S(=O)C(N)=O)c2ccccc2S3)c1,CN1CCN(CCC=C2c3ccccc3Sc3ccc(Br)cc32)CC1
174,60,CN1CCN(CCc2cc(S(=O)(=O)P(C)C)ccc2P(N)C(=N)O)CC1,"[0.5852598030787879, 0.31339500000000003, 0.7908571428571429, 0.7903744444444453]",0.35964912280701755,100,mutation,[#7:1]>>[#15:1],CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2P(N)C(=N)O)CC1
175,61,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCNNN)c1ccccc1S2,"[0.5003588422545454, 0.4485333333333334, 0.6247142857142858, 0.7211288888888893]",0.6458333333333334,100,mutation,[*:1]~[D2]~[*:2]>>[*:1]-[*:2],CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCONNN)c1ccccc1S2
176,65,CN1CCN(CN(C)S(=O)(=O)[PH](=O)N=N)CC1,"[0.1760205971696969, 0.06226166666666666, 0.6938571428571427, 0.27521111111111146]",0.27450980392156865,100,crossover,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2S(=O)(=O)[PH](=O)N=N)CC1,CN1CCN(CN(C)Cc2ccc3ccccc3c2)CC1
177,50,CN1CCN(c2ccc3c(c2)C(=CN=N)c2ccccc2S3)CC1,"[0.33679050800000004, 0.8038616666666673, 0.30492857142857144, 0.6549300000000003]",0.5346534653465347,100,crossover,CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,N=NC=C1c2ccccc2Sc2ccc(N=N)cc21
178,35,CC=C1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,"[0.3214244569212123, 0.7255166666666671, 0.267, 0.5625866666666671]",0.6404494382022472,100,crossover,CN1CCN(CCCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
179,33,CN1CCN(CCc2cc(-c3ccc(S(=O)(=O)N(C)C)cc3C(N)O)ccc2O)CC1,"[0.6764073530424242, 0.25816666666666666, 0.7881428571428573, 0.902264444444445]",0.5178571428571429,100,crossover,CN(C)S(=O)(=O)c1ccc(CCN2CCN(c3ccccn3)CC2)c(C(N)O)c1,CN1CCN(CCc2cc(S(=O)(=O)N(C)C(N)=O)ccc2O)CC1
180,32,CN(N=N)S(=O)(=O)c1ccc(O)c(CCN=N)c1,"[0.13961790992727272, 0.33869, 0.9287857142857143, 0.24357777777777806]",0.20909090909090908,100,crossover,CN1CCN(c2ccc3c(c2)C(=CN=N)c2ccccc2S3)CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)N=N)ccc2O)CC1
181,5,CN1CCN([PH]2(O)c3ccccc3-c3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.5519492403696968, 0.19795, 0.4577857142857143, 0.7958066666666672]",0.5533980582524272,100,crossover,CN1CCN(CC[PH]2(O)c3ccccc3-c3ccc(S(=O)(=O)N(C)C)cc32)CC1,CN1CCN(CC[PH]2(O)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
182,6,CN(C)S(=O)(=[BrH])c1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,"[0.6118081217454546, 0.995983333333334, 0.1450714285714286, 0.6369488888888889]",0.2702702702702703,100,crossover,Cc1ccc2c(c1)C(=CCCN1CCN(C)CC1)c1ccccc1S2,CN1CCN(N(Cl)c2cc(-c3cc(S(=O)(=[BrH])N(C)C)ccc3Cl)ccc2Cl)CC1
183,7,CN1CCN(CCS(=O)(=O)N(C)Cl)CC1,"[0.09115401665454542, 0.024866666666666815, 0.31328571428571433, 0.2371088888888893]",0.3297872340425532,100,crossover,CN1CCN(CS(=O)(=O)N(C)Cl)CC1,CN1CCN(CCN(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1
184,9,CN(F)S(=O)(=O)c1ccc(OCl)c(CCCC(N=N)N=N)c1,"[0.3819903522424247, 0.6558233333333336, 0.8502142857142857, 0.40001333333333344]",0.1900826446280992,100,crossover,N=Nc1ccc2c(c1)C(=COC(N)N=N)c1ccccc1S2,CN(F)S(=O)(=O)c1ccc(OCl)c(CCC(N=N)N=N)c1
185,10,CN(CCCS(=O)(=O)[PH](=O)NBr)S(=O)(=O)c1ccc2ccccc2c1,"[0.7362357951696968, 0.5090666666666669, 0.7187142857142857, 0.7025755555555556]",0.275,100,crossover,CN1CCN(CCCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2S(=O)(=O)[PH](=O)NBr)CC1
186,11,CN(Cl)S(=O)(=O)CS(=O)(=O)[PH](=O)NBr,"[0.3722442113151517, 0.09388333333333336, 0.7187142857142857, 0.19318666666666692]",0.08181818181818183,100,crossover,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2S(=O)(=O)[PH](=O)NBr)CC1,CN1CCN(CCS(=O)(=O)N(C)Cl)CC1
187,13,CN1CCN(CON(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.3762000381696971, 0.34946666666666665, 0.3792142857142857, 0.5990977777777785]",0.5,100,mutation,[*:1]~[*:2]>>[*:1]O[*:2],CN1CCN(CN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1
188,14,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)N=N)cc32)CC1,"[0.7035170215272728, 0.7144783333333337, 0.5719285714285715, 0.9192944444444452]",0.8602150537634409,100,crossover,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CC(N=N)N=N)c1ccccc1S2
189,16,CCCS(=O)(=O)c1ccc2c(c1)Oc1ccccc1S2,"[0.2455710191151516, 0.7712000000000004, 0.30978571428571433, 0.43805333333333385]",0.36538461538461536,100,crossover,CCCS(=O)(=O)c1ccc2c(c1)N(C(=O)N=N)c1ccccc1S2,CN1CCN(CN(C)S(=O)(=O)c2ccc3c(c2)Oc2ccccc2S3)CC1
190,18,CC=C1c2ccccc2Sc2ccc(S(=O)(=O)N(O)CS(=O)(=O)N(Cl)Cl)cc21,"[0.7725581512363636, 0.7299333333333338, 0.6785, 0.7544788888888891]",0.4636363636363636,100,crossover,CN1CCN(CCS(=O)(=O)N(Cl)Cl)CC1,CC=C1c2ccccc2Sc2ccc(S(=O)(=O)N(C)O)cc21
191,21,CN1CCN(C(C=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)N)cc32)N=N)CC1,"[0.7065329274909092, 0.5302616666666667, 0.7577857142857143, 0.9025322222222227]",0.6380952380952379,100,crossover,CN1CCN(C(C=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)N=N)CC1,N=CCCC(N)N1c2ccccc2Sc2ccc(N)cc21
192,24,CN1CCN(CCc2cc(S(=O)(=O)N(C)N=N)ccc2O)CC1,"[0.351976244230303, 0.20809500000000003, 0.7164285714285715, 0.5093811111111115]",0.4230769230769231,100,crossover,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CC(CN1CCN(N=N)CC1)N=N)c1ccccc1S2
193,25,CN1CCN(CCS(=O)(=O)N(Cl)Cl)CC1,"[0.15159455478787884, 0.11220000000000004, 0.31328571428571433, 0.2363200000000004]",0.3020833333333333,100,crossover,CN1CCN(CCS(=O)(=O)N(C)Cl)CC1,CN1CCN(CCN(Cl)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
194,28,CN1CCN(CC[PH]2(=O)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.730723622478788, 0.36584999999999995, 0.4352142857142858, 0.9439255555555561]",0.6732673267326733,100,mutation,[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2],CN1CCN(CC[PH]2(O)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
195,4,CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.3702022667878788, 0.36795, 0.3132857142857143, 0.6411200000000007]",0.5454545454545454,100,crossover,CCCCC(=O)N1c2cc(S(=O)(=O)C(N)=O)ccc2Sc2cccc(Br)c21,CN1CCN(CN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1
196,2,N=Nc1ccc2c(c1)C(=CCCNNN)c1ccccc1S2,"[0.260971110739394, 0.6838950000000001, 0.6163571428571429, 0.5426277777777782]",0.4190476190476191,100,crossover,N=Nc1ccc2c(c1)C(=COC(N)N=N)c1ccccc1S2,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCNNN)c1ccccc1S2
197,63,N=Nc1ccc2c(c1)C(=COC(N)N=N)c1ccccc1S2,"[0.26086085162424255, 0.8321233333333335, 0.7690714285714285, 0.478908888888889]",0.34545454545454546,100,crossover,N=Nc1ccc2c(c1)C(=CCCOC(N)N=N)c1ccccc1S2,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCC(N=N)N=N)c1ccccc1S2
198,40,CNc1ccc2c(c1)N(C=CCCN1CCN(C)CC1)c1ccccc1S2,"[0.4703135390787879, 0.8303666666666674, 0.15535714285714286, 0.8487411111111115]",0.5045871559633027,11,mutation,[*;!H0:1]~[*:2]>>[*:1]=C-[*:2],CNc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
199,73,CN(O)S(=O)(=O)c1ccc2c(c1)N(O)c1ccccc1S2,"[0.3000722692848485, 0.5313666666666667, 0.5791428571428572, 0.4185311111111114]",0.4019607843137255,11,crossover,CN(C)S(=O)(=O)c1ccc2c(c1)N(O)c1ccccc1S2,CN1CCN(CC(CO)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
200,24,CN(C=N)S(=O)(=O)Cc1cc(S(=O)(=O)N(C)C)ccc1CO,"[0.3759897354787878, 0.04964500000000017, 0.8488571428571429, 0.47120111111111146]",0.26785714285714285,11,mutation,[*;!H0;!H1:1]>>[*:1]=N,CN(C)S(=O)(=O)Cc1cc(S(=O)(=O)N(C)C)ccc1CO
201,21,CN1CCN(CCC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1,"[0.7156228234060606, 0.42733333333333334, 0.8069285714285714, 0.9160511111111117]",0.5087719298245614,11,crossover,CN1CCN(CCc2cccc(S(=O)(=O)N(C)C)c2)CC1,CN1CCN(CC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1
202,96,CN1CCN(CCc2cccc(-c3cccc(S(=O)(=O)N(C)C)c3)c2)CC1,"[0.4915092368727273, 0.4823000000000001, 0.31328571428571433, 0.7821311111111118]",0.5480769230769231,11,crossover,CN1CCN(CCc2cccc(S(=O)(=O)N(C)C)c2)CC1,CN1CCN(CC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1
203,109,CN1CCN(CCN(Cl)Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"[0.554895007369697, 0.38225, 0.33642857142857147, 0.6947200000000007]",0.4711538461538462,11,crossover,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,CN1CCN(CN(Cl)Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
204,115,CCCCC(=O)N1c2ccccc2Sc2ccc(S(=O)(=O)C(N)=O)cc21,"[0.5002145425939393, 0.726416666666667, 0.6967142857142856, 0.671635555555556]",0.3305084745762712,11,mutation,[*;!H0;!H1:1]>>[*:1]=O,CCCCCN1c2ccccc2Sc2ccc(S(=O)(=O)C(N)=O)cc21
205,2,CCC(N)N1c2ccccc2Sc2ccc(C(N)O)cc21,"[0.23068146432727268, 0.5722833333333335, 0.5393571428571429, 0.5173288888888893]",0.2743362831858407,12,crossover,CCCN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,CCC(N)N1c2ccccc2Sc2ccc(S(=O)(=O)C(N)O)cc21
206,109,CN1CCN(CCN(Cl)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"[0.5124233405090909, 0.3829833333333334, 0.33642857142857147, 0.6606755555555562]",0.4851485148514851,12,crossover,CN1CCN(CC(=O)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,CN1CCN(CCN(Cl)Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
207,90,CN1CCN(CC(O)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.6762432810787877, 0.4342333333333332, 0.4809285714285714, 0.8884733333333341]",0.625,12,crossover,CN1CCN(CC(CO)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,CCCCC(=O)N1c2ccccc2Sc2ccc(S(=O)(=O)C(N)=O)cc21
208,40,Cc1ccc2c(c1)N(C=CCCN1CCN(C)CC1)c1ccccc1S2,"[0.42482596625454566, 0.8748200000000007, 0.06942857142857144, 0.7953000000000005]",0.5188679245283019,12,crossover,C=NC(=O)S(=O)(=O)N1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,CNc1ccc2c(c1)N(C=CCCN1CCN(C)CC1)c1ccccc1S2
209,78,CC(CCN1CCN(C)CC1)N1c2ccccc2Sc2ccc(S(=O)(=O)[PH](N)=O)cc21,"[0.7731571800545453, 0.6562333333333336, 0.6210714285714285, 0.9726300000000004]",0.5221238938053098,12,crossover,C=NC(=O)S(=O)(=O)N1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,CN1CCN(CCC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)[PH](N)=O)cc32)CC1
210,134,CN1CCN(Cc2cccc(-c3cccc(S(=O)(=O)N(C)C)c3)c2)CC1,"[0.44903757001212125, 0.4752166666666667, 0.31328571428571433, 0.728053333333334]",0.5192307692307693,13,crossover,CN1CCN(CCc2cccc(-c3cccc(S(=O)(=O)N(C)C)c3)c2)CC1,CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21
211,67,CCCC(C)N1c2ccccc2Sc2ccc(S(=O)(=O)[PH](N)=O)cc21,"[0.518403397460606, 0.8500000000000006, 0.5747857142857142, 0.709896666666667]",0.3508771929824561,13,crossover,CC(CCN1CCN(C)CC1)N1c2ccccc2Sc2ccc(S(=O)(=O)[PH](N)=O)cc21,Cc1ccc(S(=O)(=O)N(C)C)cc1-c1ccc2c(c1)N(S(=O)(=O)C(N)=O)c1ccccc1S2
212,72,Cc1ccc(S(=O)(=O)N(C)C)cc1-c1ccc2c(c1F)N(S(=O)(=O)C(N)=O)c1ccccc1S2,"[0.8971360968484849, 0.7604366666666671, 0.8417857142857142, 0.9850333333333332]",0.4047619047619048,13,mutation,[*;!H0:1]>>[*:1]-F,Cc1ccc(S(=O)(=O)N(C)C)cc1-c1ccc2c(c1)N(S(=O)(=O)C(N)=O)c1ccccc1S2
213,45,CN(C)S(=O)(=O)c1ccc(Cl)c(-c2ccc(Cl)c(N(O)S(=O)(=O)[PH](N)=O)c2)c1,"[0.7938167249151513, 0.5474166666666668, 0.9862857142857143, 0.7682777777777778]",0.29508196721311475,13,crossover,CN1CCN(CCC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)[PH](N)=O)cc32)CC1,CN1CCN(CCN(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1
214,130,CC=CCCCC(=O)N1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,"[0.5791601049333334, 0.8854333333333341, 0.4120714285714286, 0.8187866666666672]",0.4553571428571429,14,mutation,[*;!H0:1]~[*:2]>>[*:1]=C-[*:2],CCCCCC(=O)N1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21
215,118,Cc1ccc2c(c1)N(O)c1ccccc1S2,"[0.012291318096969683, 0.7478200000000003, 0.16764285714285712, 0.28521666666666695]",0.297029702970297,14,crossover,CN(O)S(=O)(=O)c1ccc2c(c1)N(O)c1ccccc1S2,CN1CCN(CCC(CO)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
216,90,CN1CCN(CCC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.7157330825212123, 0.49365000000000014, 0.5222857142857142, 0.9616466666666672]",0.6538461538461539,14,crossover,CN1CCN(CCC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1,CN1CCN(CCC(CO)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
217,121,CN(C)S(=O)(=O)c1ccc(-c2ccccn2)c(NO)c1,"[0.2063133707272727, 0.3833333333333333, 0.5895, 0.3995000000000003]",0.3461538461538461,15,mutation,[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3],CN(C)S(=O)(=O)c1ccc(-c2ccccn2)c(C(N)O)c1
218,24,CN(C)S(=O)(=O)c1ccc(Cc2ccccn2)c(C(N)O)c1,"[0.291256704448485, 0.2287166666666667, 0.6894285714285715, 0.4833888888888893]",0.3302752293577982,15,crossover,CN(C)S(=O)(=O)c1ccc(CCN2CCN(c3ccccn3)CC2)c(C(N)O)c1,CCCN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21
219,95,CN1CCN(CCS(=O)(=O)N(C)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"[0.7337659821818181, 0.1584166666666671, 0.6034285714285714, 0.8468288888888895]",0.4336283185840708,16,crossover,CC=CCCCC(=O)N1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,CN1CCN(CCS(=O)(=O)N(C)CN(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
220,115,CCCC(C)(F)N1c2ccccc2Sc2ccc(S(=O)(=O)[PH](N)=O)cc21,"[0.572920301060606, 0.8995333333333339, 0.5747857142857142, 0.7104633333333337]",0.3448275862068966,16,mutation,[*;!H0:1]>>[*:1]-F,CCCC(C)N1c2ccccc2Sc2ccc(S(=O)(=O)[PH](N)=O)cc21
